TITLE	TOCNF_ID6
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	25/05/28
TIME	12:10:19
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-810, Rev. 1.00
RESOLUTION	
DELTAX	-0.5
XUNITS	NANOMETERS
YUNITS	CD[mdeg]
Y2UNITS	HT[V]
FIRSTX	330.0000
LASTX	220.0000
NPOINTS	221
FIRSTY	0.47367
MAXY	37.94369
MINY	-17.35997
XYDATA
239.0000	-14.6083	349.124
238.5000	-14.0706	347.945
238.0000	-13.4819	346.857
237.5000	-12.8589	345.861
237.0000	-12.1755	344.959
236.5000	-11.5606	344.151
236.0000	-10.9724	343.439
235.5000	-10.3693	342.823
235.0000	-9.76092	342.308
234.5000	-9.19607	341.895
234.0000	-8.59912	341.588
233.5000	-7.9984	341.384
233.0000	-7.39649	341.282
232.5000	-6.82436	341.285
232.0000	-6.26704	341.396
231.5000	-5.79181	341.62
231.0000	-5.28758	341.957
230.5000	-4.8162	342.41
230.0000	-4.36517	342.978
229.5000	-3.85865	343.662
229.0000	-3.4377	344.467
228.5000	-3.04793	345.393
228.0000	-2.59643	346.446
227.5000	-2.24812	347.627
227.0000	-1.93432	348.947
226.5000	-1.63992	350.41
226.0000	-1.39841	352.024
225.5000	-1.14096	353.791
225.0000	-0.873884	355.716
224.5000	-0.661884	357.801
224.0000	-0.436257	360.053
223.5000	-0.133631	362.485
223.0000	0.151214	365.108
222.5000	0.388705	367.927
222.0000	0.646756	370.947
221.5000	0.952487	374.172
221.0000	1.29468	377.605
220.5000	1.6829	381.246
220.0000	2.13161	385.094
